age,A2,C1,D2,D4,D8,D10,D15,job,F15,M8,E17,G1,J2,J4,J9,E1,E2,J17,M6,life_satisfaction
58,Well,No,Sometimes,Sometimes,Often,Sometimes,Often,,7,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,160,57,2,200,High
28,Very well,No,Never,Often,Never,Always,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Less frequently,Once a month,167,75,1,4000,High
61,Very well,No,Never,Often,Rarely,Sometimes,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a week,Once a month,158,59,3,250,High
52,Well,No,Rarely,Often,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a week,Less frequently,192,98,50,1000,High
52,Well,No,Rarely,Sometimes,Often,Sometimes,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a week,Less frequently,165,63,3,300,High
49,Poor,Yes,Often,Often,Often,Rarely,Sometimes,Doesn't hold an ordinary or supported job,2,Very bad,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Daily,Once a month,172,88,1,100,High
24,Very well,No,Rarely,Always,Rarely,Often,Often,Doesn't hold an ordinary or supported job,8,Bad,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Less frequently,Less frequently,167,57,1,200,High
51,Well,No,Never,Always,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a week,Less frequently,160,45,1,500,High
56,Average,Yes,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Never,165,64,1,0,High
37,Very well,No,Never,Always,Never,Always,Always,Holds an ordinary or supported job,9,Very good,Friends/colleagues,Yes,Once a month,Refuse to answer,Less frequently,190,102,2,0,High
47,Well,Yes,Rarely,Always,Rarely,Often,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Less frequently,172,78,0,4000,High
53,Well,No,Never,Always,Never,Rarely,Always,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Never,175,82,3,500,High
22,Well,No,Never,Often,Often,Rarely,Always,Doesn't hold an ordinary or supported job,9,Good,Siblings,No,Several times a month,Never,Once a month,171,90,0,1500,High
36,Very well,No,Often,Sometimes,Often,Sometimes,Sometimes,Holds an ordinary or supported job,9,Good,I dont share this with anyone,No,Less frequently,Once a month,Less frequently,185,89,0,130,Medium
48,Poor,Yes,Sometimes,Rarely,Often,Sometimes,Sometimes,Doesn't hold an ordinary or supported job,4,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Daily,Never,999,999,1,2000,Medium
46,Well,Yes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Holds an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Several times a month,168,55,0,200,Medium
35,Well,No,Rarely,Often,Often,Often,Often,Holds an ordinary or supported job,9,Average,Siblings,Yes,Daily,Once a month,Never,172,77,0,3000,High
53,Poor,Yes,Often,Rarely,Sometimes,Sometimes,Sometimes,Holds an ordinary or supported job,4,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Less frequently,166,79,1,2000,Medium
47,Well,No,Rarely,Often,Sometimes,Sometimes,Sometimes,Holds an ordinary or supported job,8,Average,Siblings,Yes,Once a month,Less frequently,Never,175,108,10,1000,High
37,Very well,No,Never,Often,Never,Often,Sometimes,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Less frequently,185,94,0,1700,High
50,Well,No,Rarely,Often,Rarely,Always,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a week,Several times a month,182,74,0,500,High
53,Very well,No,Never,Often,Sometimes,Always,Always,Holds an ordinary or supported job,9,Good,Friends/colleagues,Yes,Several times a month,Once a week,Less frequently,176,78,2,100,High
23,Very well,No,Rarely,Often,Often,Often,Often,Doesn't hold an ordinary or supported job,9,Good,Friends/colleagues,No,Several times a month,Several times a week,Once a month,184,116,1,1500,High
34,Average,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,168,50,2,0,High
52,Well,No,Never,Often,Sometimes,Always,Often,Holds an ordinary or supported job,9,Average,I dont share this with anyone,No,Several times a month,Several times a week,Several times a month,170,90,3,1000,High
37,Well,No,Rarely,Sometimes,Sometimes,Sometimes,Often,Holds an ordinary or supported job,9,Bad,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Less frequently,175,63,1,2000,High
41,Average,Yes,Sometimes,Often,Rarely,Often,Rarely,Holds an ordinary or supported job,9,Good,Friends/colleagues,No,Once a month,Several times a month,Several times a month,164,63,2,0,Medium
39,Well,No,Sometimes,Rarely,Rarely,Always,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,180,81,2,0,High
29,Well,No,Rarely,Often,Sometimes,Always,Always,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Less frequently,188,90,1,9000,High
40,Average,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Holds an ordinary or supported job,7,Good,Friends/colleagues,No,Once a month,Less frequently,Once a month,172,58,1,500,Medium
59,Very poor,Yes,Sometimes,Often,Often,Sometimes,Often,Doesn't hold an ordinary or supported job,9,Good,Friends/colleagues,No,Less frequently,Less frequently,Never,173,65,0,600,Low
62,Average,Yes,Never,Often,Often,Sometimes,Often,Doesn't hold an ordinary or supported job,4,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a week,Less frequently,182,126,8,4000,High
27,Well,No,Rarely,Often,Often,Often,Often,Holds an ordinary or supported job,4,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a month,Less frequently,156,53,1,5000,High
38,Average,No,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Holds an ordinary or supported job,6,Good,Friends/colleagues,Yes,Several times a week,Once a month,Less frequently,180,95,2,7500,High
56,Well,No,Never,Always,Rarely,Often,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,179,72,0,500,High
64,Well,No,Never,Always,Sometimes,Always,Always,Doesn't hold an ordinary or supported job,5,Average,Friends/colleagues,Yes,Once a month,Once a month,Once a month,163,57,0,2000,High
56,Well,No,Rarely,Sometimes,Sometimes,Sometimes,Always,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Less frequently,170,76,4,1200,High
44,Well,No,Never,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Very good,Friends/colleagues,No,Once a month,Several times a month,Once a month,161,65,1,1500,High
62,Average,No,Sometimes,Often,Sometimes,Always,Often,Holds an ordinary or supported job,4,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Less frequently,175,73,2,5000,High
42,Well,No,Rarely,Sometimes,Rarely,Always,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Once a month,171,65,4,300,High
43,Well,Yes,Rarely,Always,Sometimes,Always,Always,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a week,Less frequently,182,110,2,12000,High
25,Average,Yes,Sometimes,Always,Sometimes,Sometimes,Never,Doesn't hold an ordinary or supported job,0,Very good,Staff,Yes,Less frequently,Once a week,Several times a month,171,100,1,1200,High
47,Well,No,Rarely,Always,Rarely,Often,Often,Holds an ordinary or supported job,8,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,181,81,2,200,High
64,Well,No,Sometimes,Sometimes,Sometimes,Often,Often,Doesn't hold an ordinary or supported job,7,Good,Siblings,Yes,Several times a week,Several times a month,Once a month,186,121,0,1000,High
56,Well,No,Never,Rarely,Rarely,Rarely,Always,Holds an ordinary or supported job,9,Good,Children,Yes,Several times a week,Several times a month,Less frequently,175,110,1,1200,High
64,Average,No,Never,Often,Rarely,Always,Often,Holds an ordinary or supported job,5,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a week,Less frequently,172,72,30,2500,High
30,Well,No,Rarely,Often,Rarely,Often,Sometimes,Holds an ordinary or supported job,7,Average,Parents,Yes,Once a week,Refuse to answer,Less frequently,156,53,2,2000,High
60,Well,No,Never,Often,Sometimes,Often,Often,Doesn't hold an ordinary or supported job,9,Bad,Partner/spouse/boy-/girlfriend,Yes,Daily,Several times a month,Several times a month,167,83,2,800,High
50,Average,No,Often,Rarely,Always,Sometimes,Often,Holds an ordinary or supported job,7,Bad,Friends/colleagues,Yes,Several times a month,Once a month,Less frequently,183,76,20,0,Low
49,Very well,No,Sometimes,Sometimes,Sometimes,Often,Sometimes,Holds an ordinary or supported job,9,Good,Friends/colleagues,Yes,Daily,Daily,Once a month,172,81,4,100,High
35,Poor,No,Often,Rarely,Always,Sometimes,Often,Holds an ordinary or supported job,5,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,174,85,1,500,Low
33,Very well,No,Never,Always,Rarely,Always,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,172,61,5,300,High
53,Well,No,Rarely,Often,Often,Often,Often,Holds an ordinary or supported job,9,Very good,Friends/colleagues,No,Less frequently,Once a month,Once a month,164,78,1,1200,High
28,Well,No,Rarely,Always,Rarely,Always,Rarely,Doesn't hold an ordinary or supported job,9,Average,Friends/colleagues,Yes,Less frequently,Several times a month,Less frequently,168,58,4,1000,High
30,Very well,No,Never,Often,Rarely,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a week,Once a month,172,85,0,500,High
28,Very well,No,Rarely,Often,Rarely,Often,Always,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Once a month,168,67,1,400,High
31,Average,Yes,Rarely,Sometimes,Sometimes,Often,Sometimes,Holds an ordinary or supported job,5,Average,Friends/colleagues,No,Once a month,Less frequently,Several times a month,176,67,2,200,High
32,Well,No,Never,Sometimes,Sometimes,Often,Often,Holds an ordinary or supported job,7,Good,Friends/colleagues,Yes,Several times a week,Several times a month,Once a month,178,74,2,500,High
31,Well,No,Never,Often,Rarely,Always,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a week,Several times a month,170,62,5,200,High
43,Average,Yes,Sometimes,Sometimes,Often,Often,Often,Holds an ordinary or supported job,7,Bad,Friends/colleagues,No,Several times a week,Less frequently,Less frequently,160,49,2,500,High
33,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Once a week,Less frequently,167,70,1,500,High
39,Well,No,Never,Always,Never,Always,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Once a month,165,92,0,4000,High
63,Average,Yes,Rarely,Often,Rarely,Always,Often,Doesn't hold an ordinary or supported job,0,Bad,Friends/colleagues,No,Several times a month,Several times a week,Less frequently,165,58,1,500,High
31,Well,No,Never,Always,Sometimes,Always,Often,Doesn't hold an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a week,Several times a month,187,91,2,1000,High
45,Average,Yes,Never,Often,Rarely,Often,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Never,Less frequently,65,73,0,3000,High
52,Well,No,Never,Always,Sometimes,Always,Sometimes,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,173,87,1,500,High
41,Well,No,Never,Often,Rarely,Often,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Once a month,169,75,1,500,High
50,Well,No,Rarely,Often,Rarely,Often,Sometimes,Holds an ordinary or supported job,5,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Once a week,165,73,2,500,High
31,Poor,No,Sometimes,Often,Sometimes,Often,Often,Holds an ordinary or supported job,7,Very good,I dont share this with anyone,Yes,Once a month,Less frequently,Less frequently,163,60,0,0,Low
31,Average,Yes,Sometimes,Rarely,Often,Sometimes,Often,Doesn't hold an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Less frequently,186,91,4,1000,High
60,Well,Yes,Rarely,Sometimes,Sometimes,Often,Often,Doesn't hold an ordinary or supported job,6,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Several times a month,184,95,0,500,High
49,Very well,No,Never,Always,Rarely,Always,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Several times a month,156,47,2,200,High
48,Very well,No,Rarely,Rarely,Sometimes,Often,Often,Holds an ordinary or supported job,8,Good,Friends/colleagues,Yes,Several times a month,Several times a week,Once a month,180,90,1,900,High
31,Well,No,Never,Often,Rarely,Often,Often,Holds an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a week,Less frequently,175,70,4,200,High
32,Very well,No,Never,Often,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Once a month,170,67,0,200,High
39,Well,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Doesn't hold an ordinary or supported job,1,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a month,Once a month,185,75,2,0,High
54,Average,Yes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a month,Less frequently,195,85,2,0,High
57,Very well,No,Rarely,Often,Never,Rarely,Always,Holds an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a month,Never,175,72,2,500,Medium
57,Average,Yes,Never,Always,Sometimes,Never,Often,Holds an ordinary or supported job,8,Good,I dont share this with anyone,No,Less frequently,Never,Never,166,60,0,500,High
57,Average,No,Rarely,Often,Rarely,Often,Rarely,Holds an ordinary or supported job,8,Good,Others,Yes,Once a week,Several times a week,Less frequently,178,68,0,0,High
36,Average,Yes,Rarely,Always,Rarely,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a week,Less frequently,182,84,0,1000,Medium
41,Well,No,Often,Sometimes,Sometimes,Sometimes,Sometimes,Doesn't hold an ordinary or supported job,6,Average,I dont share this with anyone,No,Once a week,Less frequently,Once a month,187,125,3,1200,Low
49,Very well,No,Rarely,Always,Rarely,Often,Often,Holds an ordinary or supported job,7,Average,Others,No,Refuse to answer,Less frequently,Less frequently,178,86,2,1100,Medium
34,Very well,No,Never,Always,Never,Sometimes,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a week,Once a month,165,57,1,1000,High
43,Well,Yes,Rarely,Often,Rarely,Rarely,Rarely,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a week,Once a month,158,52,0,1000,High
58,Very well,No,Rarely,Often,Rarely,Always,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Once a month,169,62,4,300,High
